age, education, marital, race, occupation 
<28,  Some-college, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Exec-managerial
>=58,  Bachelors, *, *,  ?
<28,  HS-grad, *, *,  Handlers-cleaners
>=58,  7th-8th, *, *,  Other-service
<58,  Some-college, *, *,  Tech-support
<28,  10th, *, *,  Handlers-cleaners
<28,  HS-grad, *, *,  Other-service
<58,  Prof-school, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Sales
<38,  Some-college, *, *,  Craft-repair
<38,  Assoc-voc, *, *,  Adm-clerical
<48,  Assoc-acdm, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Craft-repair
>=58,  Masters, *, *,  Adm-clerical
<58,  Assoc-voc, *, *,  Prof-specialty
<48,  11th, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Transport-moving
<38,  Assoc-voc, *, *,  Farming-fishing
<28,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Sales
>=58,  Some-college, *, *,  Craft-repair
<48,  Some-college, *, *,  Craft-repair
<48,  Some-college, *, *,  Protective-serv
<38,  Assoc-acdm, *, *,  Tech-support
<28,  10th, *, *,  Craft-repair
<28,  Some-college, *, *,  Adm-clerical
>=58,  Some-college, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Farming-fishing
>=58,  HS-grad, *, *,  Exec-managerial
<58,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Transport-moving
<48,  7th-8th, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  ?
<48,  Masters, *, *,  Prof-specialty
<38,  Masters, *, *,  Exec-managerial
<28,  Assoc-acdm, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Sales
>=58,  HS-grad, *, *,  Other-service
<58,  Some-college, *, *,  ?
>=58,  12th, *, *,  ?
<38,  Bachelors, *, *,  Craft-repair
<28,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Machine-op-inspct
<28,  10th, *, *,  Sales
<28,  Some-college, *, *,  Other-service
>=58,  Assoc-acdm, *, *,  Sales
<58,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Prof-specialty
>=58,  10th, *, *,  Transport-moving
<58,  HS-grad, *, *,  Sales
<38,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  Adm-clerical
<48,  Prof-school, *, *,  Prof-specialty
<38,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Craft-repair
<38,  Some-college, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  ?
<48,  Bachelors, *, *,  Transport-moving
<38,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  Other-service
<38,  Some-college, *, *,  Craft-repair
<38,  HS-grad, *, *,  Adm-clerical
<48,  Some-college, *, *,  Adm-clerical
>=58,  HS-grad, *, *,  Other-service
<58,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Adm-clerical
>=58,  Bachelors, *, *,  ?
<28,  Bachelors, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Farming-fishing
<38,  Assoc-acdm, *, *,  Sales
<58,  HS-grad, *, *,  Craft-repair
<28,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Sales
<38,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Adm-clerical
<58,  HS-grad, *, *,  Craft-repair
<48,  Masters, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Sales
<28,  12th, *, *,  Adm-clerical
<28,  7th-8th, *, *,  Craft-repair
<58,  Assoc-voc, *, *,  Prof-specialty
<38,  Prof-school, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Handlers-cleaners
>=58,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
<48,  11th, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Exec-managerial
<28,  9th, *, *,  ?
<28,  11th, *, *,  Transport-moving
<28,  Some-college, *, *,  Handlers-cleaners
>=58,  Assoc-acdm, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Craft-repair
<38,  12th, *, *,  Craft-repair
<28,  11th, *, *,  Handlers-cleaners
<28,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Transport-moving
<38,  Some-college, *, *,  Other-service
<58,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Protective-serv
<28,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Exec-managerial
<48,  Some-college, *, *,  Adm-clerical
<58,  Masters, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Adm-clerical
<28,  Some-college, *, *,  Farming-fishing
<48,  Bachelors, *, *,  Exec-managerial
<38,  Some-college, *, *,  Exec-managerial
<38,  Some-college, *, *,  Other-service
<48,  Doctorate, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Handlers-cleaners
<38,  Some-college, *, *,  ?
<48,  Bachelors, *, *,  Adm-clerical
<28,  11th, *, *,  Handlers-cleaners
<58,  Prof-school, *, *,  Exec-managerial
<58,  7th-8th, *, *,  Transport-moving
<58,  Some-college, *, *,  Craft-repair
<48,  Masters, *, *,  Exec-managerial
<58,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-acdm, *, *,  Protective-serv
<48,  Some-college, *, *,  Sales
<48,  HS-grad, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  Sales
<58,  HS-grad, *, *,  Sales
>=58,  Doctorate, *, *,  Prof-specialty
<48,  11th, *, *,  Handlers-cleaners
<28,  Some-college, *, *,  ?
<38,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Adm-clerical
<28,  10th, *, *,  Other-service
<38,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Sales
>=58,  HS-grad, *, *,  ?
<38,  Doctorate, *, *,  Prof-specialty
<38,  Some-college, *, *,  Craft-repair
<28,  Assoc-voc, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Farming-fishing
<48,  Masters, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Sales
<28,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Other-service
<48,  Bachelors, *, *,  Transport-moving
<28,  Some-college, *, *,  Handlers-cleaners
<58,  HS-grad, *, *,  Craft-repair
>=58,  Bachelors, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Tech-support
>=58,  HS-grad, *, *,  Adm-clerical
<28,  Assoc-voc, *, *,  Other-service
<38,  HS-grad, *, *,  Craft-repair
<58,  Preschool, *, *,  Craft-repair
<48,  Some-college, *, *,  Prof-specialty
<38,  Some-college, *, *,  Tech-support
<38,  Bachelors, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Prof-specialty
<58,  Masters, *, *,  Sales
<38,  HS-grad, *, *,  Farming-fishing
<28,  Bachelors, *, *,  Exec-managerial
<58,  Bachelors, *, *,  ?
<48,  Assoc-voc, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Craft-repair
<38,  Some-college, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<58,  Some-college, *, *,  Sales
<28,  11th, *, *,  Handlers-cleaners
>=58,  Masters, *, *,  Sales
<58,  Some-college, *, *,  Craft-repair
<38,  HS-grad, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Other-service
<38,  Some-college, *, *,  ?
<48,  Bachelors, *, *,  Tech-support
<38,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Exec-managerial
>=58,  Masters, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Sales
<58,  HS-grad, *, *,  Protective-serv
<38,  HS-grad, *, *,  Other-service
<48,  Prof-school, *, *,  Prof-specialty
<48,  Some-college, *, *,  Adm-clerical
>=58,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Other-service
<48,  Assoc-voc, *, *,  Craft-repair
<28,  Some-college, *, *,  Other-service
>=58,  Assoc-voc, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Machine-op-inspct
>=58,  Some-college, *, *,  Prof-specialty
<38,  Assoc-voc, *, *,  Prof-specialty
<28,  Some-college, *, *,  Adm-clerical
<28,  11th, *, *,  Other-service
>=58,  HS-grad, *, *,  Transport-moving
<28,  Masters, *, *,  Transport-moving
<38,  HS-grad, *, *,  Protective-serv
<48,  10th, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Transport-moving
<48,  Prof-school, *, *,  Prof-specialty
<48,  Some-college, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Exec-managerial
<48,  Assoc-voc, *, *,  Craft-repair
<28,  HS-grad, *, *,  Sales
<38,  Assoc-acdm, *, *,  Sales
<48,  Masters, *, *,  Prof-specialty
<28,  Assoc-acdm, *, *,  Other-service
<48,  HS-grad, *, *,  Adm-clerical
<48,  Doctorate, *, *,  Prof-specialty
<58,  Masters, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Handlers-cleaners
>=58,  7th-8th, *, *,  ?
<38,  HS-grad, *, *,  Adm-clerical
<28,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Other-service
<38,  Assoc-voc, *, *,  Tech-support
<28,  Some-college, *, *,  Adm-clerical
>=58,  1st-4th, *, *,  ?
<38,  11th, *, *,  Farming-fishing
>=58,  7th-8th, *, *,  Tech-support
<28,  Some-college, *, *,  ?
<28,  HS-grad, *, *,  Other-service
<28,  HS-grad, *, *,  Craft-repair
<38,  Some-college, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Adm-clerical
>=58,  10th, *, *,  ?
<58,  11th, *, *,  Craft-repair
<38,  Some-college, *, *,  Craft-repair
<38,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Farming-fishing
<48,  Some-college, *, *,  Sales
>=58,  7th-8th, *, *,  Craft-repair
<48,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Machine-op-inspct
<58,  Assoc-voc, *, *,  Tech-support
<38,  HS-grad, *, *,  Machine-op-inspct
>=58,  9th, *, *,  Craft-repair
<48,  Bachelors, *, *,  Sales
<48,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Handlers-cleaners
>=58,  9th, *, *,  Other-service
<38,  HS-grad, *, *,  Adm-clerical
<58,  7th-8th, *, *,  Craft-repair
<38,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Craft-repair
<38,  10th, *, *,  Transport-moving
>=58,  Doctorate, *, *,  Prof-specialty
>=58,  9th, *, *,  Farming-fishing
<38,  Some-college, *, *,  Farming-fishing
<28,  Assoc-acdm, *, *,  Other-service
>=58,  HS-grad, *, *,  Transport-moving
<28,  HS-grad, *, *,  Transport-moving
<28,  Some-college, *, *,  Craft-repair
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Other-service
>=58,  Bachelors, *, *,  Exec-managerial
>=58,  7th-8th, *, *,  Farming-fishing
<38,  Doctorate, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<58,  HS-grad, *, *,  Exec-managerial
<48,  Some-college, *, *,  Exec-managerial
<58,  10th, *, *,  Other-service
<28,  Some-college, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Craft-repair
<48,  Some-college, *, *,  Adm-clerical
>=58,  Some-college, *, *,  Tech-support
>=58,  HS-grad, *, *,  Sales
<38,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Protective-serv
<38,  Bachelors, *, *,  Other-service
<58,  5th-6th, *, *,  Other-service
<38,  Assoc-acdm, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  ?
<48,  Assoc-voc, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Adm-clerical
>=58,  7th-8th, *, *,  Farming-fishing
<28,  Bachelors, *, *,  Sales
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  Assoc-acdm, *, *,  Sales
<58,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Adm-clerical
<28,  Some-college, *, *,  ?
<38,  Prof-school, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Exec-managerial
<48,  Some-college, *, *,  Transport-moving
<28,  HS-grad, *, *,  Other-service
<48,  Bachelors, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Craft-repair
<58,  Doctorate, *, *,  Exec-managerial
<48,  HS-grad, *, *,  ?
<48,  Masters, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<28,  Assoc-acdm, *, *,  Prof-specialty
<58,  Some-college, *, *,  Craft-repair
<48,  Some-college, *, *,  Protective-serv
<28,  HS-grad, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Prof-specialty
<58,  Assoc-voc, *, *,  Exec-managerial
<58,  7th-8th, *, *,  Other-service
>=58,  Prof-school, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<38,  9th, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Other-service
<48,  Some-college, *, *,  Exec-managerial
<38,  Some-college, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Other-service
<58,  10th, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  Transport-moving
<58,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Other-service
<58,  Bachelors, *, *,  Farming-fishing
<58,  HS-grad, *, *,  Other-service
<48,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Adm-clerical
<38,  Assoc-voc, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Craft-repair
<48,  Assoc-acdm, *, *,  Craft-repair
<48,  Assoc-acdm, *, *,  Sales
<38,  HS-grad, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<28,  Masters, *, *,  Prof-specialty
<58,  Assoc-acdm, *, *,  Tech-support
<48,  HS-grad, *, *,  Adm-clerical
>=58,  Bachelors, *, *,  Prof-specialty
<28,  11th, *, *,  Other-service
<28,  HS-grad, *, *,  Machine-op-inspct
<28,  10th, *, *,  Other-service
<38,  HS-grad, *, *,  Craft-repair
<58,  Assoc-acdm, *, *,  Sales
<38,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Craft-repair
<38,  Assoc-acdm, *, *,  Prof-specialty
<38,  Some-college, *, *,  Protective-serv
<28,  Some-college, *, *,  Handlers-cleaners
<38,  Bachelors, *, *,  Prof-specialty
<48,  Masters, *, *,  Prof-specialty
<58,  7th-8th, *, *,  Handlers-cleaners
>=58,  Some-college, *, *,  Transport-moving
<58,  10th, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Other-service
<28,  HS-grad, *, *,  Handlers-cleaners
<28,  Masters, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Transport-moving
<28,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Sales
<48,  Some-college, *, *,  Sales
<58,  Masters, *, *,  ?
<48,  Bachelors, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Craft-repair
<38,  11th, *, *,  Craft-repair
<58,  Some-college, *, *,  Craft-repair
>=58,  Some-college, *, *,  Other-service
>=58,  Some-college, *, *,  ?
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Adm-clerical
<58,  Some-college, *, *,  Adm-clerical
<28,  10th, *, *,  Other-service
<38,  HS-grad, *, *,  Other-service
<28,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Prof-specialty
>=58,  Bachelors, *, *,  Exec-managerial
<28,  Bachelors, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<48,  11th, *, *,  Other-service
<38,  Bachelors, *, *,  Prof-specialty
<48,  Masters, *, *,  Exec-managerial
>=58,  Prof-school, *, *,  Sales
<38,  Assoc-voc, *, *,  Protective-serv
<28,  Some-college, *, *,  Sales
<28,  10th, *, *,  Other-service
>=58,  11th, *, *,  ?
<38,  Assoc-acdm, *, *,  Tech-support
<58,  Some-college, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
>=58,  Bachelors, *, *,  Sales
<48,  HS-grad, *, *,  Other-service
<58,  HS-grad, *, *,  Other-service
>=58,  10th, *, *,  Sales
<28,  HS-grad, *, *,  Transport-moving
<28,  HS-grad, *, *,  Other-service
<58,  Doctorate, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Adm-clerical
<28,  Some-college, *, *,  Adm-clerical
<38,  Assoc-voc, *, *,  Craft-repair
<48,  10th, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Adm-clerical
>=58,  1st-4th, *, *,  Farming-fishing
<58,  Assoc-acdm, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Exec-managerial
<48,  Some-college, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Transport-moving
>=58,  11th, *, *,  ?
<48,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Other-service
<48,  Some-college, *, *,  Adm-clerical
<48,  Doctorate, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  Adm-clerical
<38,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Other-service
>=58,  HS-grad, *, *,  Adm-clerical
<58,  HS-grad, *, *,  Tech-support
<28,  Bachelors, *, *,  Exec-managerial
<58,  Bachelors, *, *,  Sales
<48,  Masters, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Craft-repair
<28,  7th-8th, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
>=58,  Some-college, *, *,  Tech-support
<28,  HS-grad, *, *,  Other-service
<28,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Sales
<48,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Exec-managerial
<28,  Assoc-acdm, *, *,  Craft-repair
<58,  Bachelors, *, *,  Sales
<48,  Bachelors, *, *,  Machine-op-inspct
>=58,  7th-8th, *, *,  Machine-op-inspct
<38,  Masters, *, *,  Exec-managerial
<28,  Some-college, *, *,  Adm-clerical
<58,  HS-grad, *, *,  ?
<38,  11th, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Sales
<48,  Masters, *, *,  Sales
<28,  HS-grad, *, *,  Other-service
<28,  Assoc-voc, *, *,  Exec-managerial
<58,  9th, *, *,  Adm-clerical
<58,  Some-college, *, *,  Other-service
<58,  HS-grad, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Sales
>=58,  7th-8th, *, *,  Farming-fishing
<38,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  ?
<38,  Masters, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<38,  Some-college, *, *,  Craft-repair
<38,  Some-college, *, *,  Sales
<48,  Prof-school, *, *,  Prof-specialty
<58,  HS-grad, *, *,  Handlers-cleaners
<48,  Masters, *, *,  Exec-managerial
>=58,  9th, *, *,  Farming-fishing
>=58,  9th, *, *,  ?
<38,  Some-college, *, *,  Adm-clerical
<28,  Some-college, *, *,  Sales
<28,  Bachelors, *, *,  Tech-support
<58,  HS-grad, *, *,  Other-service
<48,  HS-grad, *, *,  Craft-repair
<58,  11th, *, *,  Other-service
<38,  Bachelors, *, *,  Tech-support
<58,  Assoc-voc, *, *,  Exec-managerial
<38,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Craft-repair
<38,  Some-college, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Prof-specialty
<58,  9th, *, *,  Craft-repair
<48,  Some-college, *, *,  Transport-moving
<28,  Some-college, *, *,  Prof-specialty
<38,  Some-college, *, *,  Craft-repair
<48,  Bachelors, *, *,  Prof-specialty
<48,  9th, *, *,  Adm-clerical
>=58,  Prof-school, *, *,  Prof-specialty
>=58,  Masters, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<58,  HS-grad, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Craft-repair
<58,  Prof-school, *, *,  Exec-managerial
>=58,  Some-college, *, *,  Sales
<38,  11th, *, *,  Adm-clerical
<38,  Some-college, *, *,  Craft-repair
<38,  Prof-school, *, *,  Prof-specialty
<28,  11th, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Machine-op-inspct
<38,  Assoc-voc, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Farming-fishing
>=58,  7th-8th, *, *,  Craft-repair
<58,  Prof-school, *, *,  Prof-specialty
<58,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Sales
<58,  Some-college, *, *,  Sales
>=58,  11th, *, *,  ?
<48,  HS-grad, *, *,  Craft-repair
<58,  9th, *, *,  Sales
>=58,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  ?
<48,  Bachelors, *, *,  Sales
<58,  Some-college, *, *,  Prof-specialty
<28,  11th, *, *,  Sales
<48,  Bachelors, *, *,  Sales
<58,  HS-grad, *, *,  Sales
<38,  Bachelors, *, *,  Protective-serv
<28,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Other-service
<58,  Bachelors, *, *,  Prof-specialty
<38,  11th, *, *,  Exec-managerial
<28,  Bachelors, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Prof-specialty
<48,  Assoc-acdm, *, *,  Prof-specialty
<48,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Transport-moving
<38,  Assoc-acdm, *, *,  Prof-specialty
<58,  Some-college, *, *,  Transport-moving
<38,  Bachelors, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Machine-op-inspct
<58,  10th, *, *,  Other-service
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  Masters, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
<58,  10th, *, *,  Adm-clerical
<48,  Preschool, *, *,  Craft-repair
<28,  HS-grad, *, *,  Other-service
>=58,  Bachelors, *, *,  Sales
<48,  Assoc-voc, *, *,  Prof-specialty
<28,  Bachelors, *, *,  Tech-support
<28,  Some-college, *, *,  Tech-support
<48,  HS-grad, *, *,  Sales
<58,  Masters, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
<48,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Exec-managerial
<38,  Masters, *, *,  Prof-specialty
<38,  12th, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Other-service
<38,  Some-college, *, *,  Exec-managerial
<28,  Some-college, *, *,  Adm-clerical
<58,  Some-college, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  ?
<28,  Some-college, *, *,  ?
<38,  10th, *, *,  Other-service
<38,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Other-service
<38,  10th, *, *,  Other-service
<38,  Bachelors, *, *,  Exec-managerial
<28,  10th, *, *,  Other-service
<58,  HS-grad, *, *,  Sales
<28,  Some-college, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Transport-moving
<48,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Sales
<38,  7th-8th, *, *,  Craft-repair
<38,  HS-grad, *, *,  Adm-clerical
>=58,  Assoc-acdm, *, *,  Farming-fishing
<48,  Bachelors, *, *,  Protective-serv
<38,  Assoc-voc, *, *,  Tech-support
<28,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Adm-clerical
<58,  Some-college, *, *,  Sales
<38,  Bachelors, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Handlers-cleaners
<58,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-voc, *, *,  Craft-repair
<48,  11th, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  11th, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Exec-managerial
<48,  Assoc-voc, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Farming-fishing
<48,  Some-college, *, *,  Protective-serv
<58,  Some-college, *, *,  Sales
<48,  Some-college, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Transport-moving
<38,  Bachelors, *, *,  Farming-fishing
<38,  11th, *, *,  Other-service
<38,  HS-grad, *, *,  Farming-fishing
>=58,  HS-grad, *, *,  Craft-repair
<28,  10th, *, *,  Other-service
<28,  Some-college, *, *,  Adm-clerical
<48,  Some-college, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Other-service
<38,  Some-college, *, *,  Handlers-cleaners
<58,  HS-grad, *, *,  Other-service
<58,  Bachelors, *, *,  Craft-repair
<38,  Bachelors, *, *,  Tech-support
<58,  Doctorate, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Other-service
<38,  Assoc-voc, *, *,  Craft-repair
<48,  Assoc-voc, *, *,  Tech-support
<38,  HS-grad, *, *,  Adm-clerical
<28,  Bachelors, *, *,  ?
<28,  Some-college, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Sales
<28,  HS-grad, *, *,  Other-service
<28,  12th, *, *,  Machine-op-inspct
<58,  Masters, *, *,  Sales
<28,  Some-college, *, *,  Adm-clerical
<58,  HS-grad, *, *,  Craft-repair
<38,  12th, *, *,  ?
<38,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  Sales
<38,  Some-college, *, *,  Adm-clerical
<38,  Doctorate, *, *,  Prof-specialty
>=58,  12th, *, *,  Craft-repair
<48,  Some-college, *, *,  Tech-support
<28,  Some-college, *, *,  Sales
<38,  Some-college, *, *,  Other-service
<38,  Some-college, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<48,  HS-grad, *, *,  Craft-repair
<28,  11th, *, *,  Craft-repair
<28,  HS-grad, *, *,  Adm-clerical
>=58,  Bachelors, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Other-service
